"","TestId","TagId","Date","Time","No.Nodes","x.est","y.est","x.ci.lower","x.ci.upper","y.ci.lower","y.ci.upper","DateTime","UnixTime"
"34","072D524C 2021-08-04 16:56:00","072D524C","2021-08-04","16:56:00",6,411411.195475415,4261725.19726335,411221.583754716,411600.807196115,4261525.46121494,4261924.93331176,2021-08-04 10:56:00,1628096160
"35","072D524C 2021-08-04 16:57:00","072D524C","2021-08-04","16:57:00",6,411408.403090694,4261751.57299424,411188.514762141,411628.291419247,4261492.32602506,4262010.81996341,2021-08-04 10:57:00,1628096220
"36","072D524C 2021-08-04 16:58:00","072D524C","2021-08-04","16:58:00",6,411397.950479119,4261733.00374104,411174.190522235,411621.710436004,4261496.34375598,4261969.66372611,2021-08-04 10:58:00,1628096280
"37","072D524C 2021-08-04 16:59:00","072D524C","2021-08-04","16:59:00",6,411365.210400612,4261753.51721125,411137.446443414,411592.974357809,4261527.99560764,4261979.03881487,2021-08-04 10:59:00,1628096340
"38","072D524C 2021-08-04 17:00:00","072D524C","2021-08-04","17:00:00",6,411354.728623756,4261742.31650737,411152.75260347,411556.704644042,4261550.45235159,4261934.18066315,2021-08-04 11:00:00,1628096400
"39","072D524C 2021-08-04 17:01:00","072D524C","2021-08-04","17:01:00",4,411304.67199113,4261813.50796507,410991.51896475,411617.82501751,4261453.36792499,4262173.64800515,2021-08-04 11:01:00,1628096460
"40","072D524C 2021-08-04 17:02:00","072D524C","2021-08-04","17:02:00",4,411203.238625165,4261837.25402445,410987.062734572,411419.414515759,4261597.49382522,4262077.01422368,2021-08-04 11:02:00,1628096520
"41","072D524C 2021-08-04 17:03:00","072D524C","2021-08-04","17:03:00",6,411377.129455926,4261763.64935677,411144.424782717,411609.834129135,4261480.89024813,4262046.4084654,2021-08-04 11:03:00,1628096580
"42","072D524C 2021-08-04 17:04:00","072D524C","2021-08-04","17:04:00",6,411412.747671218,4261742.30476671,411264.896621779,411560.598720657,4261574.39564414,4261910.21388929,2021-08-04 11:04:00,1628096640
"43","072D524C 2021-08-04 17:05:00","072D524C","2021-08-04","17:05:00",4,411430.169933498,4261776.44537905,411341.602020661,411518.737846335,4261687.21043884,4261865.68031926,2021-08-04 11:05:00,1628096700
"44","072D524C 2021-08-04 17:10:00","072D524C","2021-08-04","17:10:00",4,411344.572195535,4261955.37042301,410956.903387137,411732.241003932,4261695.44816331,4262215.29268271,2021-08-04 11:10:00,1628097000
"45","072D524C 2021-08-04 17:11:00","072D524C","2021-08-04","17:11:00",3,411304.247720993,4261801.60379533,411203.086800732,411405.408641254,4261670.25274634,4261932.95484431,2021-08-04 11:11:00,1628097060
"46","072D524C 2021-08-04 17:12:00","072D524C","2021-08-04","17:12:00",6,411388.359541972,4261757.00417899,411220.987379664,411555.73170428,4261558.29993287,4261955.7084251,2021-08-04 11:12:00,1628097120
"47","072D524C 2021-08-04 17:13:00","072D524C","2021-08-04","17:13:00",6,411287.87173083,4261838.39717893,411207.696633647,411368.046828012,4261755.61118073,4261921.18317714,2021-08-04 11:13:00,1628097180
"48","072D524C 2021-08-04 17:14:00","072D524C","2021-08-04","17:14:00",6,411228.485552697,4261819.79448261,411141.503377957,411315.467727437,4261722.63059544,4261916.95836978,2021-08-04 11:14:00,1628097240
"49","072D524C 2021-08-04 17:15:00","072D524C","2021-08-04","17:15:00",6,411244.971971062,4261838.45995205,411173.310752329,411316.633189796,4261759.8888551,4261917.03104899,2021-08-04 11:15:00,1628097300
"50","072D524C 2021-08-04 17:16:00","072D524C","2021-08-04","17:16:00",5,411191.349225907,4261820.11615192,410970.733463859,411411.964987956,4261545.60190148,4262094.63040235,2021-08-04 11:16:00,1628097360
"51","072D524C 2021-08-04 17:17:00","072D524C","2021-08-04","17:17:00",5,411417.650878042,4261717.75937448,410998.402649002,411836.899107082,4261264.94359318,4262170.57515578,2021-08-04 11:17:00,1628097420
"52","072D524C 2021-08-04 17:18:00","072D524C","2021-08-04","17:18:00",4,411303.976293662,4261883.33099075,411094.817799028,411513.134788297,4261649.54441686,4262117.11756463,2021-08-04 11:18:00,1628097480
"53","072D524C 2021-08-04 17:19:00","072D524C","2021-08-04","17:19:00",5,411189.20064484,4261852.51688225,410972.509563259,411405.891726422,4261646.30571554,4262058.72804896,2021-08-04 11:19:00,1628097540
"54","072D524C 2021-08-04 17:20:00","072D524C","2021-08-04","17:20:00",5,411247.458263688,4261927.19126843,411123.288919776,411371.6276076,4261806.05015696,4262048.3323799,2021-08-04 11:20:00,1628097600
"55","072D524C 2021-08-04 17:21:00","072D524C","2021-08-04","17:21:00",7,411342.53249739,4261984.97113007,411197.956955936,411487.108038844,4261849.77249527,4262120.16976488,2021-08-04 11:21:00,1628097660
"56","072D524C 2021-08-04 17:22:00","072D524C","2021-08-04","17:22:00",5,411352.204496979,4261858.39515648,411146.00651416,411558.402479798,4261627.66803229,4262089.12228067,2021-08-04 11:22:00,1628097720
"57","072D524C 2021-08-04 17:23:00","072D524C","2021-08-04","17:23:00",5,411357.280274743,4261843.11073346,411117.061341012,411597.499208473,4261588.22548637,4262097.99598055,2021-08-04 11:23:00,1628097780
"58","072D524C 2021-08-04 17:24:00","072D524C","2021-08-04","17:24:00",5,411375.267788254,4261820.43752584,411044.111070471,411706.424506037,4261489.41840986,4262151.45664181,2021-08-04 11:24:00,1628097840
"59","072D524C 2021-08-04 17:25:00","072D524C","2021-08-04","17:25:00",5,411385.439211897,4261807.66291841,410996.315214105,411774.56320969,4261434.356532,4262180.96930481,2021-08-04 11:25:00,1628097900
"60","072D524C 2021-08-04 17:26:00","072D524C","2021-08-04","17:26:00",5,411344.677741795,4261933.70565457,411248.192032093,411441.163451498,4261817.77148203,4262049.63982712,2021-08-04 11:26:00,1628097960
"61","072D524C 2021-08-04 17:27:00","072D524C","2021-08-04","17:27:00",7,411346.149735509,4261993.25237203,411261.234078516,411431.065392501,4261913.83625759,4262072.66848647,2021-08-04 11:27:00,1628098020
"62","072D524C 2021-08-04 17:28:00","072D524C","2021-08-04","17:28:00",6,411392.617764797,4262026.77216448,411321.584887284,411463.65064231,4261975.85735552,4262077.68697344,2021-08-04 11:28:00,1628098080
"63","072D524C 2021-08-04 17:29:00","072D524C","2021-08-04","17:29:00",4,411366.497118065,4261989.64241794,411273.051241093,411459.942995037,4261922.70377059,4262056.58106529,2021-08-04 11:29:00,1628098140
"64","072D524C 2021-08-04 17:30:00","072D524C","2021-08-04","17:30:00",4,411362.211033945,4261995.14797154,411260.452151958,411463.969915932,4261923.08402974,4262067.21191335,2021-08-04 11:30:00,1628098200
"65","072D524C 2021-08-04 17:31:00","072D524C","2021-08-04","17:31:00",4,411342.545284848,4261988.00918532,411213.424947652,411471.665622045,4261890.65311324,4262085.3652574,2021-08-04 11:31:00,1628098260
"66","072D524C 2021-08-04 17:32:00","072D524C","2021-08-04","17:32:00",4,411426.354399089,4261915.1189378,411195.777045162,411656.931753016,4261664.25369936,4262165.98417624,2021-08-04 11:32:00,1628098320
"67","072D524C 2021-08-04 17:33:00","072D524C","2021-08-04","17:33:00",7,411394.366639291,4261994.79215394,411350.533893969,411438.199384612,4261957.04056432,4262032.54374356,2021-08-04 11:33:00,1628098380
"68","072D524C 2021-08-04 17:34:00","072D524C","2021-08-04","17:34:00",5,411379.723790355,4262003.78556704,411282.566226575,411476.881354136,4261919.88430029,4262087.6868338,2021-08-04 11:34:00,1628098440
"69","072D524C 2021-08-04 17:35:00","072D524C","2021-08-04","17:35:00",5,411392.132085896,4261907.95852588,411148.282943563,411635.98122823,4261663.49824673,4262152.41880502,2021-08-04 11:35:00,1628098500
"70","072D524C 2021-08-04 17:36:00","072D524C","2021-08-04","17:36:00",4,411314.086054673,4262013.97657236,411046.773303178,411581.398806167,4261756.67197692,4262271.2811678,2021-08-04 11:36:00,1628098560
"71","072D524C 2021-08-04 17:37:00","072D524C","2021-08-04","17:37:00",5,411315.728478481,4262004.43655744,411152.790643607,411478.666313354,4261842.04210089,4262166.83101399,2021-08-04 11:37:00,1628098620
"72","072D524C 2021-08-04 17:38:00","072D524C","2021-08-04","17:38:00",6,411337.818727837,4262139.18907622,411224.547052587,411451.090403087,4262052.79500572,4262225.58314673,2021-08-04 11:38:00,1628098680
"73","072D524C 2021-08-04 17:39:00","072D524C","2021-08-04","17:39:00",6,411365.83572336,4262140.65429533,411219.700417379,411511.97102934,4262038.30186901,4262243.00672166,2021-08-04 11:39:00,1628098740
"74","072D524C 2021-08-04 17:40:00","072D524C","2021-08-04","17:40:00",5,411368.062774933,4262138.68861059,411116.749989413,411619.375560454,4262004.04174149,4262273.3354797,2021-08-04 11:40:00,1628098800
"75","072D524C 2021-08-04 17:41:00","072D524C","2021-08-04","17:41:00",4,411278.380550537,4262197.83158848,410904.388946141,411652.372154933,4261753.02421526,4262642.63896169,2021-08-04 11:41:00,1628098860
"76","072D524C 2021-08-04 17:42:00","072D524C","2021-08-04","17:42:00",4,411273.562925629,4262196.9435397,410882.551396461,411664.574454797,4261732.73712835,4262661.14995105,2021-08-04 11:42:00,1628098920
"77","072D524C 2021-08-04 17:43:00","072D524C","2021-08-04","17:43:00",4,411278.060714589,4262198.20543926,410906.123436268,411649.997992909,4261755.65507105,4262640.75580746,2021-08-04 11:43:00,1628098980
"78","072D524C 2021-08-04 17:44:00","072D524C","2021-08-04","17:44:00",4,411278.132386519,4262198.99492509,410906.396800996,411649.867972042,4261756.12623155,4262641.86361863,2021-08-04 11:44:00,1628099040
"79","072D524C 2021-08-04 17:45:00","072D524C","2021-08-04","17:45:00",6,411402.127074055,4262147.38104677,411218.497632238,411585.756515872,4262024.60102373,4262270.16106981,2021-08-04 11:45:00,1628099100
"80","072D524C 2021-08-04 17:46:00","072D524C","2021-08-04","17:46:00",5,411096.923745108,4262002.4178068,410806.327517673,411387.519972544,4261670.26077121,4262334.57484239,2021-08-04 11:46:00,1628099160
"81","072D524C 2021-08-04 17:47:00","072D524C","2021-08-04","17:47:00",5,411292.384213315,4262230.54291108,411034.339470931,411550.4289557,4261937.3530597,4262523.73276245,2021-08-04 11:47:00,1628099220
"82","072D524C 2021-08-04 17:48:00","072D524C","2021-08-04","17:48:00",6,411228.040248082,4262066.8226333,411165.022762289,411291.057733874,4261981.65776867,4262151.98749794,2021-08-04 11:48:00,1628099280
"83","072D524C 2021-08-04 17:49:00","072D524C","2021-08-04","17:49:00",5,411099.538431684,4262155.60966449,410895.993340367,411303.083523,4261908.98946029,4262402.22986868,2021-08-04 11:49:00,1628099340
"84","072D524C 2021-08-04 17:50:00","072D524C","2021-08-04","17:50:00",3,411193.466197374,4262181.17919146,410197.699741684,412189.232653065,4261371.17339097,4262991.18499196,2021-08-04 11:50:00,1628099400
"85","072D524C 2021-08-04 17:51:00","072D524C","2021-08-04","17:51:00",5,411203.885794049,4262290.94522087,410890.577364579,411517.194223519,4261879.89772948,4262701.99271227,2021-08-04 11:51:00,1628099460
"86","072D524C 2021-08-04 17:52:00","072D524C","2021-08-04","17:52:00",5,411197.469722046,4262255.17420577,411154.26243088,411240.677013212,4262188.69868379,4262321.64972775,2021-08-04 11:52:00,1628099520
"87","072D524C 2021-08-04 17:53:00","072D524C","2021-08-04","17:53:00",4,411237.165850326,4262308.0890553,411129.200517885,411345.131182767,4262192.61738845,4262423.56072215,2021-08-04 11:53:00,1628099580
"88","072D524C 2021-08-04 17:54:00","072D524C","2021-08-04","17:54:00",5,411203.027917785,4262344.73669358,411003.487590265,411402.568245305,4262167.45615091,4262522.01723624,2021-08-04 11:54:00,1628099640
"89","072D524C 2021-08-04 17:55:00","072D524C","2021-08-04","17:55:00",4,411294.932010984,4262151.72218109,411077.472654691,411512.391367277,4261913.07920446,4262390.36515773,2021-08-04 11:55:00,1628099700
"90","072D524C 2021-08-04 17:56:00","072D524C","2021-08-04","17:56:00",4,411226.734686967,4262216.01322408,411169.962881114,411283.50649282,4262147.6737091,4262284.35273906,2021-08-04 11:56:00,1628099760
"91","072D524C 2021-08-04 17:57:00","072D524C","2021-08-04","17:57:00",5,411207.094595037,4262250.18492528,411037.372816269,411376.816373806,4261994.12462783,4262506.24522273,2021-08-04 11:57:00,1628099820
"92","072D524C 2021-08-04 17:58:00","072D524C","2021-08-04","17:58:00",3,411384.010450503,4262227.29407686,410545.501737056,412222.51916395,4261265.53238736,4263189.05576635,2021-08-04 11:58:00,1628099880
"93","072D524C 2021-08-04 17:59:00","072D524C","2021-08-04","17:59:00",3,411405.457087361,4262149.45345597,409646.408909208,413164.505265513,4261524.42677355,4262774.48013839,2021-08-04 11:59:00,1628099940
